subject,body,label
Password Reset Required Immediately,"Congratulations Yvonne!
You’ve won a $1591 gift card! Claim it now: http://login.fowler.com/7238
Hurry, offer expires soon!
Best,
Smith-Hancock Rewards Team",Phishing
Team Meeting Tomorrow,"Hello Benjamin,
Here’s the latest on our project. Next milestone is due 2025-02-14. Let me know if you have questions!
Regards,
Brian Hall",Legitimate
"You’ve Won $5,000 – Claim It Here!","Congratulations Chelsea!
You’ve won a $1926 gift card! Claim it now: http://verify.taylor-brooks.com/3918
Hurry, offer expires soon!
Best,
Anderson Inc Rewards Team",Phishing
Weekly Newsletter – 2025-02-23,"Dear Eric,
Your Google subscription renews on 2025-02-23. No action needed – you’re all set!
Best,
Hansen LLC Team",Legitimate
Your Payment Failed – Update Billing Info,"Hello Cathy,
Your recent payment of $2033 failed. Update your details: http://secure.thompson.com/1752
Avoid service disruption!
Sincerely,
Hunter-Lawrence Billing",Phishing
Your Payment Failed – Update Billing Info,"Dear Lisa,
We detected unusual activity on your account. Click here to verify: http://secure.fernandez-nielsen.com/5719
Failure to act within 24 hours will suspend your account.
Regards,
James-Blair Support",Phishing
Your Subscription Renewal,"Dear Courtney,
Your Bank of America subscription renews on 2025-02-09. No action needed – you’re all set!
Best,
Serrano, Freeman and Wood Team",Legitimate
Weekly Newsletter – 2025-02-17,"Dear Thomas,
Your Google subscription renews on 2025-02-17. No action needed – you’re all set!
Best,
Ross PLC Team",Legitimate
Your Subscription Renewal,"Hi Timothy,
Here’s your weekly update for 2025-02-04. Stay informed with Gibbs-Johnson news!
Thanks,
Gibbs-Johnson Newsletter Team",Legitimate
Your Subscription Renewal,"Hi Lori,
Here’s your weekly update for 2025-02-22. Stay informed with Allen Ltd news!
Thanks,
Allen Ltd Newsletter Team",Legitimate
Password Reset Required Immediately,"Congratulations Benjamin!
You’ve won a $4893 gift card! Claim it now: http://login.huff-williams.com/2793
Hurry, offer expires soon!
Best,
Black-Mitchell Rewards Team",Phishing
Security Alert: Suspicious Login Detected,"Dear Ariel,
We detected unusual activity on your account. Click here to verify: http://login.parker.com/2910
Failure to act within 24 hours will suspend your account.
Regards,
Wilson-Green Support",Phishing
Weekly Newsletter – 2025-02-03,"Hello Jared,
Here’s the latest on our project. Next milestone is due 2025-02-03. Let me know if you have questions!
Regards,
Brian Bailey",Legitimate
"You’ve Won $5,000 – Claim It Here!","Hi Andrea,
Your PayPal account password has expired. Reset it here: http://claim.graham.com/4360
This is urgent!
Thanks,
Padilla Inc Security",Phishing
Welcome to West LLC!,"Dear Melissa,
Your Amazon subscription renews on 2025-02-04. No action needed – you’re all set!
Best,
West LLC Team",Legitimate
"You’ve Won $5,000 – Claim It Here!","Hello Heather,
Your recent payment of $1069 failed. Update your details: http://login.simmons.net/7419
Avoid service disruption!
Sincerely,
Mendoza PLC Billing",Phishing
"You’ve Won $5,000 – Claim It Here!","Hello Matthew,
Your recent payment of $1880 failed. Update your details: http://secure.adams.com/6503
Avoid service disruption!
Sincerely,
Wilson, King and Greene Billing",Phishing
Urgent: Verify Your Account Now!,"Hi Ashley,
Your Amazon account password has expired. Reset it here: http://verify.ellison-morgan.com/4792
This is urgent!
Thanks,
Robertson, Vaughn and Krueger Security",Phishing
Your Payment Failed – Update Billing Info,"Hello Shirley,
Your recent payment of $2291 failed. Update your details: http://verify.flores.net/3665
Avoid service disruption!
Sincerely,
Green Inc Billing",Phishing
Your Subscription Renewal,"Dear Douglas,
Your Bank of America subscription renews on 2025-02-20. No action needed – you’re all set!
Best,
Solis, Carter and Sampson Team",Legitimate
"You’ve Won $5,000 – Claim It Here!","Hello Nathan,
Your recent payment of $736 failed. Update your details: http://verify.burns-armstrong.com/1856
Avoid service disruption!
Sincerely,
Nguyen, Smith and Rose Billing",Phishing
"You’ve Won $5,000 – Claim It Here!","Dear Allison,
We’re investigating a login attempt from an unknown device. Secure your account: http://claim.salazar.com/5954
Act now!
Richards, Cooley and Ellis Team",Phishing
Password Reset Required Immediately,"Hi Christina,
Your Amazon account password has expired. Reset it here: http://secure.elliott-miller.org/5634
This is urgent!
Thanks,
Peters, Walton and Davila Security",Phishing
Your Payment Failed – Update Billing Info,"Dear Julie,
We detected unusual activity on your account. Click here to verify: http://claim.dean.com/4654
Failure to act within 24 hours will suspend your account.
Regards,
Smith Inc Support",Phishing
Urgent: Verify Your Account Now!,"Hi Ethan,
Your Bank of America account password has expired. Reset it here: http://secure.pierce-hayden.org/7618
This is urgent!
Thanks,
Garrett Group Security",Phishing
Your Subscription Renewal,"Hi Jose,
Here’s your weekly update for 2025-02-02. Stay informed with Vang LLC news!
Thanks,
Vang LLC Newsletter Team",Legitimate
Weekly Newsletter – 2025-02-16,"Dear Danny,
Your Netflix subscription renews on 2025-02-16. No action needed – you’re all set!
Best,
Carlson, Stevens and Adams Team",Legitimate
Weekly Newsletter – 2025-02-10,"Welcome Edwin!
We’re excited to have you with Mills, Dixon and Palmer. Explore your account here: http://claim.frank.com/3619
Cheers,
Mills, Dixon and Palmer Onboarding",Legitimate
Project Update: Next Steps,"Dear Diane,
Your Amazon subscription renews on 2025-02-09. No action needed – you’re all set!
Best,
Barnes-Morales Team",Legitimate
Project Update: Next Steps,"Hi Adam,
Here’s your weekly update for 2025-02-13. Stay informed with Dean-Maxwell news!
Thanks,
Dean-Maxwell Newsletter Team",Legitimate
Welcome to Kelly-Gibson!,"Hi Mindy,
Here’s your weekly update for 2025-02-03. Stay informed with Kelly-Gibson news!
Thanks,
Kelly-Gibson Newsletter Team",Legitimate
Project Update: Next Steps,"Hi Kayla,
Just a reminder about our team meeting tomorrow at 00:41:50. Please prepare your updates.
Thanks,
Craig Robbins",Legitimate
"Welcome to Thompson, Lowery and Bryant!","Welcome Michelle!
We’re excited to have you with Thompson, Lowery and Bryant. Explore your account here: http://secure.benson.org/6526
Cheers,
Thompson, Lowery and Bryant Onboarding",Legitimate
Your Subscription Renewal,"Hi Heather,
Just a reminder about our team meeting tomorrow at 08:32:05. Please prepare your updates.
Thanks,
Rebecca Oconnor DDS",Legitimate
"You’ve Won $5,000 – Claim It Here!","Dear Jonathan,
We’re investigating a login attempt from an unknown device. Secure your account: http://claim.tyler.net/1328
Act now!
West and Sons Team",Phishing
Password Reset Required Immediately,"Dear Nichole,
We’re investigating a login attempt from an unknown device. Secure your account: http://claim.davis.com/6343
Act now!
May and Sons Team",Phishing
Weekly Newsletter – 2025-02-02,"Dear Aaron,
Your PayPal subscription renews on 2025-02-02. No action needed – you’re all set!
Best,
Gomez-Bowman Team",Legitimate
Team Meeting Tomorrow,"Hello Sarah,
Here’s the latest on our project. Next milestone is due 2025-02-16. Let me know if you have questions!
Regards,
Nicholas Lowery",Legitimate
Weekly Newsletter – 2025-02-04,"Hi Helen,
Here’s your weekly update for 2025-02-04. Stay informed with Bush Ltd news!
Thanks,
Bush Ltd Newsletter Team",Legitimate
Urgent: Verify Your Account Now!,"Dear Michael,
We’re investigating a login attempt from an unknown device. Secure your account: http://claim.sellers.info/1479
Act now!
Carson, Bennett and Hogan Team",Phishing
"You’ve Won $5,000 – Claim It Here!","Hi Mark,
Your Amazon account password has expired. Reset it here: http://claim.perez.com/8548
This is urgent!
Thanks,
Morgan, Moreno and Howe Security",Phishing
Team Meeting Tomorrow,"Hello James,
Here’s the latest on our project. Next milestone is due 2025-02-04. Let me know if you have questions!
Regards,
Megan Caldwell",Legitimate
Weekly Newsletter – 2025-02-20,"Dear Andrew,
Your Bank of America subscription renews on 2025-02-20. No action needed – you’re all set!
Best,
Ramos Ltd Team",Legitimate
Project Update: Next Steps,"Welcome Rachel!
We’re excited to have you with Palmer and Sons. Explore your account here: http://verify.miller.net/5972
Cheers,
Palmer and Sons Onboarding",Legitimate
Project Update: Next Steps,"Hi Jeremy,
Just a reminder about our team meeting tomorrow at 18:25:22. Please prepare your updates.
Thanks,
Sean Brown",Legitimate
Security Alert: Suspicious Login Detected,"Hello Angela,
Your recent payment of $3498 failed. Update your details: http://login.brown.org/6968
Avoid service disruption!
Sincerely,
Palmer Inc Billing",Phishing
Password Reset Required Immediately,"Hello Philip,
Your recent payment of $3652 failed. Update your details: http://login.diaz.biz/5689
Avoid service disruption!
Sincerely,
Bridges, Frank and Colon Billing",Phishing
Your Subscription Renewal,"Hi Sierra,
Here’s your weekly update for 2025-02-03. Stay informed with Shaw LLC news!
Thanks,
Shaw LLC Newsletter Team",Legitimate
Weekly Newsletter – 2025-02-09,"Hello Kevin,
Here’s the latest on our project. Next milestone is due 2025-02-09. Let me know if you have questions!
Regards,
Jason Bennett",Legitimate
Team Meeting Tomorrow,"Dear Jason,
Your Bank of America subscription renews on 2025-02-03. No action needed – you’re all set!
Best,
Riley Ltd Team",Legitimate
Team Meeting Tomorrow,"Hi Tara,
Just a reminder about our team meeting tomorrow at 03:53:24. Please prepare your updates.
Thanks,
Mr. Marcus Hunt MD",Legitimate
Welcome to Livingston-Harris!,"Hello Nicole,
Here’s the latest on our project. Next milestone is due 2025-02-11. Let me know if you have questions!
Regards,
Jay Bass",Legitimate
Team Meeting Tomorrow,"Hi Ryan,
Just a reminder about our team meeting tomorrow at 03:31:27. Please prepare your updates.
Thanks,
James Cox",Legitimate
Project Update: Next Steps,"Welcome John!
We’re excited to have you with Armstrong, Tran and Bright. Explore your account here: http://login.yang.com/9450
Cheers,
Armstrong, Tran and Bright Onboarding",Legitimate
Your Payment Failed – Update Billing Info,"Dear James,
We’re investigating a login attempt from an unknown device. Secure your account: http://claim.bailey.biz/5740
Act now!
Williams-Bates Team",Phishing
Project Update: Next Steps,"Welcome Natalie!
We’re excited to have you with Mcdonald, Owens and Serrano. Explore your account here: http://verify.torres.info/8246
Cheers,
Mcdonald, Owens and Serrano Onboarding",Legitimate
"You’ve Won $5,000 – Claim It Here!","Hello Spencer,
Your recent payment of $1747 failed. Update your details: http://login.silva.com/1064
Avoid service disruption!
Sincerely,
Scott-Lester Billing",Phishing
Password Reset Required Immediately,"Dear Anna,
We’re investigating a login attempt from an unknown device. Secure your account: http://secure.ryan-gates.com/5832
Act now!
Powell LLC Team",Phishing
Project Update: Next Steps,"Welcome Joyce!
We’re excited to have you with Ramirez, Mcknight and Parker. Explore your account here: http://verify.gardner.com/4911
Cheers,
Ramirez, Mcknight and Parker Onboarding",Legitimate
Security Alert: Suspicious Login Detected,"Dear Rachel,
We’re investigating a login attempt from an unknown device. Secure your account: http://login.henry-walker.net/5887
Act now!
Miller-Quinn Team",Phishing
Weekly Newsletter – 2025-02-02,"Hello Bruce,
Here’s the latest on our project. Next milestone is due 2025-02-02. Let me know if you have questions!
Regards,
Jacqueline Stevens DDS",Legitimate
Your Subscription Renewal,"Welcome Victoria!
We’re excited to have you with Meyers and Sons. Explore your account here: http://login.stone-ortiz.org/8566
Cheers,
Meyers and Sons Onboarding",Legitimate
"You’ve Won $5,000 – Claim It Here!","Hi John,
Your PayPal account password has expired. Reset it here: http://secure.raymond-davis.com/4852
This is urgent!
Thanks,
Gomez, Carey and Gill Security",Phishing
Password Reset Required Immediately,"Hello Jonathan,
Your recent payment of $4765 failed. Update your details: http://login.jordan-reed.net/6310
Avoid service disruption!
Sincerely,
Smith, Davis and Andrade Billing",Phishing
Your Subscription Renewal,"Hi Angela,
Just a reminder about our team meeting tomorrow at 21:58:58. Please prepare your updates.
Thanks,
Alice Hernandez",Legitimate
Project Update: Next Steps,"Dear Scott,
Your Bank of America subscription renews on 2025-02-11. No action needed – you’re all set!
Best,
Holt Ltd Team",Legitimate
Your Subscription Renewal,"Hello Veronica,
Here’s the latest on our project. Next milestone is due 2025-02-18. Let me know if you have questions!
Regards,
Nicole Huynh",Legitimate
Password Reset Required Immediately,"Dear Kimberly,
We’re investigating a login attempt from an unknown device. Secure your account: http://claim.howard-boyer.com/8195
Act now!
Chapman-Huber Team",Phishing
Team Meeting Tomorrow,"Hi Nicole,
Just a reminder about our team meeting tomorrow at 19:20:38. Please prepare your updates.
Thanks,
Sarah Murray",Legitimate
Urgent: Verify Your Account Now!,"Dear Adam,
We detected unusual activity on your account. Click here to verify: http://claim.hayes-anderson.com/3877
Failure to act within 24 hours will suspend your account.
Regards,
Mccoy LLC Support",Phishing
Urgent: Verify Your Account Now!,"Hi Katrina,
Your PayPal account password has expired. Reset it here: http://login.smith.com/6460
This is urgent!
Thanks,
Marquez PLC Security",Phishing
